msisdn,risk_score,risk_tier,source,trigger_reason,source_file
1dX6RDm6AX/L21IrZLDzoA==,1.0,BLACK,RULE,"R7_ShortBurst: 7s avg duration, 75 calls",fraud_model_2
jlBsTxoiz664qYO7JHGfOg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_2
Gtal8dHh6XLo2tfnOZWEWg==,1.0,BLACK,RULE,"R2_Wangiri: 230 outgoing, 0 incoming (threshold: 121)",fraud_model_2
Mw/jCDFprWpDiymFKgZbOQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
sPmZ9HaMVL28sX7B39kEjQ==,1.0,BLACK,RULE,"R7_ShortBurst: 9s avg duration, 58 calls",fraud_model_2
38MGyHiBp5kF+JWlskfWmQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (146 calls),fraud_model_2
Rkaay9CF9ouFyI3iZcYeww==,1.0,BLACK,RULE,"R7_ShortBurst: 13s avg duration, 127 calls",fraud_model_2
EsqRRyLTJNmYdZ36n7ADfA==,1.0,BLACK,RULE,"R2_Wangiri: 192 outgoing, 0 incoming (threshold: 121)",fraud_model_2
Zh7XZDkLVnHJXF5RtmuoyQ==,1.0,BLACK,RULE,"R2_Wangiri: 195 outgoing, 0 incoming (threshold: 121)",fraud_model_2
ylqxSQq04uCNK4sIrGgmgw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (30 calls),fraud_model_2
xU6bsi41iskBzbjL+oqsVA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (16 calls),fraud_model_2
RknKggd3DcorI/J/XLJjsA==,1.0,BLACK,RULE,"R7_ShortBurst: 8s avg duration, 232 calls",fraud_model_2
r+c4CZJ/kSJwm5En5KoYJQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (16 calls),fraud_model_2
MQ4Hu+Fz9NDD4joBmmS7dw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (45 calls),fraud_model_2
db8SsVHPYt1rJZu4jre3HQ==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
szMyn2LNg9q6wfytTSXtYw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (400 calls),fraud_model_2
czdY1Hno+lmMJdft8MQrQw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
26Jf1i6/rkCOOFr+GbEuig==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (183 calls),fraud_model_2
K19PnB0Jvsjsup5Qfgn0YQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (19 calls),fraud_model_2
6vSjdXghz8xgpJDDMoQanw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_2
HjGqn49gXu+98k2YIELPqA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (27 calls),fraud_model_2
oUny7JkhE42XOVouoVkFLw==,1.0,BLACK,RULE,"R7_ShortBurst: 14s avg duration, 134 calls",fraud_model_2
TX6MKDXwxKPd0CePkY76lA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (25 calls),fraud_model_2
VrWNcz14Lsqz4iC9Vgr03A==,1.0,BLACK,RULE,"R7_ShortBurst: 9s avg duration, 293 calls",fraud_model_2
d4lHLkc9ar75d1QL1oBX0w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_2
tMyzILnX9JkBF/ZtpT2AnQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (181 calls),fraud_model_2
13v9DmhUgB7a+wBxrFrr8A==,1.0,BLACK,RULE,"R7_ShortBurst: 13s avg duration, 163 calls",fraud_model_2
ecKg0biLcYMFyMrYUfl40Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_2
uLIvrX8pqxitUcYVJ6CSbg==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 188 calls",fraud_model_2
hQPyCvrDQdmvuf20x+tUiA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (66 calls),fraud_model_2
OYP1pezRycUb62ii2WooqQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (25 calls),fraud_model_2
2s6u7Un0GXD786EHl6GGqQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (631 calls),fraud_model_2
gHL6gjxlJp18MQUrgOrHJQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (236 calls),fraud_model_2
PyRKbs5bXIN823VN91TbZA==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
dpPcGgnAt4UqanLaQDmBzg==,1.0,BLACK,RULE,"R7_ShortBurst: 14s avg duration, 150 calls",fraud_model_2
Hh1oOen48GCXGjlIErw/Ag==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (26 calls),fraud_model_2
leQCZU6Euxz3Rc3aNKpZ6g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_2
8oP+sR0rOQQHBJnZC5IZOw==,1.0,BLACK,RULE,"R7_ShortBurst: 7s avg duration, 57 calls",fraud_model_2
kt3cHRm2x56GVG23RJGELA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
9QC/xIygKbgHl3mVXVRUYg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (21 calls),fraud_model_2
Tl2+RtBczkOoaL9uNKxLXg==,1.0,BLACK,RULE,"R7_ShortBurst: 11s avg duration, 209 calls",fraud_model_2
K88mwaLF/jGm6OKGek8dsw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (222 calls),fraud_model_2
QHuQvXFa7ArATWch1SlekA==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 205 calls",fraud_model_2
k+jRj3RCt+sdXL6weKu/3w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (17 calls),fraud_model_2
2SJMpBmnOyt1th+SwTWnUQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_2
SAJf4J0kh5TcTWy/6K0iNQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_2
UpoOIIuKoKbxVtFwlQJEIQ==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
HdJ3t1gQFCkRKGtZSScHAQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (18 calls),fraud_model_2
CR0bySRCHdyVEbqxStKbeQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
ZjsWwdFXkWXcnC4qn9apOw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (544 calls),fraud_model_2
yBINfX1rqqbUxiIxh+UZ4g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (27 calls),fraud_model_2
YiXvYzz1YrkyekztCm3iIg==,1.0,BLACK,RULE,"R7_ShortBurst: 6s avg duration, 60 calls",fraud_model_2
q/slcXf8NG3WdMcLXPWqTQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (38 calls),fraud_model_2
cQ809YShb+D0dBZ0Zh/xwQ==,0.00041924563,BLACK,RULE_PS,"Passport+Silent: 5213     30
6451     30
7361     30
8362     27
9980     27
         ..
37179    41
37524    41
38949    31
39023    98
41488    98
Name: call_cnt_day, Length: 281, dtype: int64 calls",fraud_model_2
lG8r2cpqveFVlf3wEJF7Vw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
lqWt/st0aAsLLYYnv2N/wA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (30 calls),fraud_model_2
6wFe0sgckqVHxXQWzcqIYw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (30 calls),fraud_model_2
sPmZ9HaMVL28sX7B39kEjQ==,1.0,BLACK,RULE,"R7_ShortBurst: 9s avg duration, 58 calls",fraud_model_2
141/mDMcBWCaNv4Bk31LiQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (29 calls),fraud_model_2
QY/C7l/14kO78keeFS0LNA==,1.0,BLACK,RULE,"R7_ShortBurst: 14s avg duration, 367 calls",fraud_model_2
zxyMfstLP/UwuInsSnZZ4g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
QuD91W7GhbuhL9syWWv+yA==,1.0,BLACK,RULE,"R2_Wangiri: 160 outgoing, 0 incoming (threshold: 121)",fraud_model_2
+kgx1B8YLLHDxIn3j2uyBA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_2
BOmX8KqiCFfb9oa4LL6h9w==,1.0,BLACK,RULE,"R7_ShortBurst: 14s avg duration, 195 calls",fraud_model_2
sPmZ9HaMVL28sX7B39kEjQ==,1.0,BLACK,RULE,"R7_ShortBurst: 9s avg duration, 58 calls",fraud_model_2
2N7cd8w9AtK5G5TPm4QuvA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_2
9008724zhbAhVTCV7kfhEA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (28 calls),fraud_model_2
YdsTHJIg5nBo+oG+zZk9Tw==,1.0,BLACK,RULE,"R7_ShortBurst: 7s avg duration, 54 calls",fraud_model_2
/wIAluCp55N0eUgh7MzqxA==,0.0025093656,BLACK,RULE_PS,"Passport+Silent: 5213     30
6451     30
7361     30
8362     27
9980     27
         ..
37179    41
37524    41
38949    31
39023    98
41488    98
Name: call_cnt_day, Length: 281, dtype: int64 calls",fraud_model_2
k9G3jF6YtHp+HrX1iJ2r2w==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 52 calls",fraud_model_2
P/IW/Uo0zJUQKsHDNVqGwQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (20 calls),fraud_model_2
5MpzO1vChyC0+YzKLg4JIQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (20 calls),fraud_model_2
baQ/QABTtnQiQxSibsFwkA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (253 calls),fraud_model_2
uZRGfT6lWRQcWQJy7w1aEw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (58 calls),fraud_model_2
QiIAoMjJ9g8Q1TRDFUe/dA==,1.0,BLACK,RULE,"R7_ShortBurst: 10s avg duration, 53 calls",fraud_model_2
fsMbcwlsDW3HyFTQu3kY9Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (23 calls),fraud_model_2
lQdoY/ff5VbSr/dO9F+sEg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_2
FKT4rp/nx5fon37fAQ9/nw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (21 calls),fraud_model_2
HI8Z3pxK6ptIGsbXOTZTnQ==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
b18G/fcsTQrdXu9QSI43Cw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_2
4SckXk5w7VvDUigQE6rPCA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (34 calls),fraud_model_2
8dwcESg8VH34lIEiga/xhg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (20 calls),fraud_model_2
eVzpV4gxM+iugiB3wlx6Kw==,1.0,BLACK,RULE,"R7_ShortBurst: 14s avg duration, 121 calls",fraud_model_2
FRDd5Lu8RwTXFkYaKW81AA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
GiwwLYmoZAfcQdzFLGYiog==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (15 calls),fraud_model_2
dWD/eswaUlKhn/oqtlB4ew==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
1B9WXweRKk9wMBJH9pm9tA==,1.0,BLACK,RULE,"R2_Wangiri: 159 outgoing, 0 incoming (threshold: 121)",fraud_model_2
2W/oIBUNlc8rXUPhtQqXXA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
rSlEfUz/K+IpLw5Ar1zhww==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_2
ZJJCp6l1DxmGB07Jxrpe6A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (15 calls),fraud_model_2
LFKI/3+CV535XJfIW1JcBg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (68 calls),fraud_model_2
cGp1YLPNVOjzF5YvhqGqOg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_2
Xu7n6WIy7j9+pvAR89JdzA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (34 calls),fraud_model_2
1dX6RDm6AX/L21IrZLDzoA==,1.0,BLACK,RULE,"R7_ShortBurst: 7s avg duration, 75 calls",fraud_model_2
lHjaXXgW1kGjKD7YkAl/vw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_2
X0EWAFjpQUekKhxPBYTDMQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (43 calls),fraud_model_2
vL0XJXiS+V6+atoTZf5gPw==,1.0,BLACK,RULE,"R2_Wangiri: 164 outgoing, 0 incoming (threshold: 121)",fraud_model_2
kLYLKZGSUevlAN+HzGLJpw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
YgU+lhXIR1zBi3eL/+GTUA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
gFyqn5woaijySj3xeXI5hg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (100 calls),fraud_model_2
QmoAdOQAi/zCz5zJvqdR7w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (64 calls),fraud_model_2
JIv3o5Ug6+0rlvy3ydY6vA==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
mhLls+9CyEld0Fu1NHxG3g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_2
0gldS5uswdVnugDCSk/yeA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (106 calls),fraud_model_2
HOAqvJaQu++H/8D4H82ZiQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_2
9QWWh5XZ2Slcyu7ybX9s8A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (25 calls),fraud_model_2
a++T5lJjbr4d1qydmS958Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (126 calls),fraud_model_2
v3QrDSSsQIauk98lAcD2+g==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2hcmS28J32bYxO6LehxRDw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (52 calls),fraud_model_2
a3wQiN6qEvgalN3QBklulw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
C6woODlcajvds5T7OQnHig==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (474 calls),fraud_model_2
LcLtJBdAPlcAX3WxzdUjNA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (105 calls),fraud_model_2
PtgjKQA6ql2NCk+1NipI4g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (37 calls),fraud_model_2
t624vmOTBnjMVBlIJGKm4A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (30 calls),fraud_model_2
UWJbwDql5mAvbbPXyfvY0A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (43 calls),fraud_model_2
5tRuX12kGPxNi9NMAslhCA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
3Vt8jL28Uko0pMqPVVaAQQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_2
jbI+jHYef1py3vR+OHw9NQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_2
RQBO0hQQT4tTJX/trsd9ig==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (106 calls),fraud_model_2
FOHK6qhkYLyGB75vYndZng==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_2
pj0A+LJMXB7B7shTdDDo3A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
qSnR3EiUFpawLiB5MB/+Rw==,1.0,BLACK,RULE,"R7_ShortBurst: 9s avg duration, 147 calls",fraud_model_2
vW/Buct8rIWn6LnxHrNGhA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_2
DROuL1HsYHu3kVq7RkFC8w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (17 calls),fraud_model_2
xROa1WI4hltDF1HuPEKd1A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (15 calls),fraud_model_2
wbB6YzeTyIGjok6gVUVDdg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_2
Ye/21uIZszuPwrmo/f6evg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (21 calls),fraud_model_2
1pSvr90biJnzFGOh44FAPQ==,1.0,BLACK,RULE,"R7_ShortBurst: 8s avg duration, 53 calls",fraud_model_2
tATMqhURzftwOv9/53qoVw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (25 calls),fraud_model_2
db8SsVHPYt1rJZu4jre3HQ==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
yhtkPZ+4+tZbFXCuiJ64YA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (20 calls),fraud_model_2
TQkdm7r6miK5N5d2ujvNrg==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 96 calls",fraud_model_2
db8SsVHPYt1rJZu4jre3HQ==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
db8SsVHPYt1rJZu4jre3HQ==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
M+TVRaYqsJfqauOKZ8tbaw==,1.0,BLACK,RULE,"R7_ShortBurst: 10s avg duration, 63 calls",fraud_model_2
im0CdqfXK6AIcbBG/6Vebg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (91 calls),fraud_model_2
q6Tvzgw8FO2EDEY9PFCwmw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (42 calls),fraud_model_2
G7Has6lSKHgy8x+PhmhGeQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (18 calls),fraud_model_2
251cmbg3hCPG0cEVuBppxA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (26 calls),fraud_model_2
G389tQo81xyMAmKKpb9BIQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (15 calls),fraud_model_2
YsCnRmWvJaNaddU3PpJiHg==,1.0,BLACK,RULE,"R2_Wangiri: 319 outgoing, 0 incoming (threshold: 121)",fraud_model_2
uNnB/XDZev1A83mlOwbdrg==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 150 calls",fraud_model_2
DG4ZYe5VKbQSaVRMSjVL3Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_2
7qbUXcJyIV3GxQvkSzqhkQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_2
5LxR6EFnSWwC4Ask2MXIYg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (35 calls),fraud_model_2
QLVl/SKTMVeLeKBtQRxtfQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (193 calls),fraud_model_2
0+c5MqyvHMBRimv5RlG0zQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
USkZkn06DT5F4lEprSN6EA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (23 calls),fraud_model_2
D9sQtqUrGP3kCbMCaTaZCQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (61 calls),fraud_model_2
PyRKbs5bXIN823VN91TbZA==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ySdeWA3nbX0/+JTSd6XbEA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
BgpgaUjwb3A4idJpR//d4g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (57 calls),fraud_model_2
E1O5IaJQ29R1631H1XO07A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (22 calls),fraud_model_2
U3dzOGG2AjMMD/9tE56evQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_2
HzkxTuPlk62608vm817lWw==,1.0,BLACK,RULE,"R7_ShortBurst: 8s avg duration, 215 calls",fraud_model_2
eIU5ly1E+clG4fjGD9Df9w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_2
ILTWgFQw1nji3OlEjHk7Yg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_2
kEdhWJQpkz292wpCRGG+Tg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (33 calls),fraud_model_2
PD7tM1BP4lJqp4pKVunt/w==,1.0,BLACK,RULE,"R2_Wangiri: 516 outgoing, 0 incoming (threshold: 121)",fraud_model_2
ze5+d0AbOhY8SWsR9M8RbQ==,1.0,BLACK,RULE,"R7_ShortBurst: 13s avg duration, 159 calls",fraud_model_2
V6Vvcm/eYURYga1bYZwRLA==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
56LIBSsSppWJA0CGrENqSg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
cGJ/lHozGwjDoWFH49Yc/w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (109 calls),fraud_model_2
JIv3o5Ug6+0rlvy3ydY6vA==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1D4agcKMGD8mrT7LDHWjSg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
qzYPpE2RFEBeiW3VRBrOkQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_2
l1E8GikHgmNnDt6SCT6htw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (48 calls),fraud_model_2
sPmZ9HaMVL28sX7B39kEjQ==,1.0,BLACK,RULE,"R7_ShortBurst: 9s avg duration, 58 calls",fraud_model_2
isxN6fzf3noSwKnXxT4Hmg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (24 calls),fraud_model_2
db8SsVHPYt1rJZu4jre3HQ==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
+07bNAxfQM7zOXYJe9rQmQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_2
AFSQFElo3hj9XVaMf2B2Ng==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
7Flr9FLP0hIg38c2K3deKQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
0mRkBg8JeHCQBsphy8p7Nw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_2
db8SsVHPYt1rJZu4jre3HQ==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cw9MkrGihEQFjkVkwCVoFQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_2
uNnB/XDZev1A83mlOwbdrg==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 150 calls",fraud_model_2
e6Bs+Qkz+GxR1XkN64W2jg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (39 calls),fraud_model_2
yYWuoLCcAu0bdukIR+ZFIA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_2
KOI4hDNurWfKiZXAyR0Sng==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (53 calls),fraud_model_2
1dX6RDm6AX/L21IrZLDzoA==,1.0,BLACK,RULE,"R7_ShortBurst: 7s avg duration, 75 calls",fraud_model_2
TyLrvjvfntqkLWMEkOwEVg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (234 calls),fraud_model_2
cEUt15UuWYfN8v6SDmi7Cw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (632 calls),fraud_model_2
yINuuVVB27cngA37S0UbxA==,1.0,BLACK,RULE,"R7_ShortBurst: 13s avg duration, 118 calls",fraud_model_2
nHZIBpX1x1ud0g8fyaNu+w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (44 calls),fraud_model_2
/xJd2SP7M/jn1yY9BczKrg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (32 calls),fraud_model_2
bBnon9YhL6vz9dGbyLNILw==,1.0,BLACK,RULE,"R2_Wangiri: 653 outgoing, 0 incoming (threshold: 121)",fraud_model_2
OG+Ca50KklzsCpRT/oscuQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_2
sOK3fbiMOaqXXK2IAXGqZg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (24 calls),fraud_model_2
1dX6RDm6AX/L21IrZLDzoA==,1.0,BLACK,RULE,"R7_ShortBurst: 7s avg duration, 75 calls",fraud_model_2
GD9yghzmHaDdVT7LKtsmZw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (37 calls),fraud_model_2
HEb5/HfiCmGIpdkQ5RL1QA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (36 calls),fraud_model_2
UU4+Q8FbvcaiCjXXLvN8/A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_2
JcQQQEIiqjmlDCpsGYeNEw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (54 calls),fraud_model_2
t/yCvbdd9dQV9L7IoW10Aw==,1.0,BLACK,RULE,"R7_ShortBurst: 10s avg duration, 83 calls",fraud_model_2
uAG5r1IHCRP09W7UFW7jiw==,1.0,BLACK,RULE,"R2_Wangiri: 213 outgoing, 0 incoming (threshold: 121)",fraud_model_2
k5YicGbPfCrFTEwsjTvv3Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (17 calls),fraud_model_2
Rx6Ai7yX6hCz8gVUsNpmzA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (14 calls),fraud_model_2
7/ys8JoKz8AVr5yu9iLwmA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (113 calls),fraud_model_2
KzxlOXlIhO2Zhx1Gt+eYzA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (119 calls),fraud_model_2
PXjgAwcBt+QWYtGcuprhuw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (43 calls),fraud_model_2
JIv3o5Ug6+0rlvy3ydY6vA==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tIuuJEK9l39QikHai10jiA==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 84 calls",fraud_model_2
meKAcUE3Srog6lAMXJ7FCA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (54 calls),fraud_model_2
uNK0q8tNYhUqdqBb5m6peQ==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 281 calls",fraud_model_2
M+TVRaYqsJfqauOKZ8tbaw==,1.0,BLACK,RULE,"R7_ShortBurst: 10s avg duration, 63 calls",fraud_model_2
itMZcQgXXPW1XzqZ0tgxTQ==,1.0,BLACK,RULE,"R7_ShortBurst: 8s avg duration, 294 calls",fraud_model_2
E82h8jOmRBABBcS9YtMeHw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
pMojg4Iehx7ShJIXgw0d1g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (125 calls),fraud_model_2
